DATE TIME, WINDSPEED, DIR, GUSTS, AT, BARO, RELHUM, VIS
01/01/2010 00:00,2.33,45,4.47,32.0,1018.3,,
01/01/2010 01:00,3.11,355,4.28,,1018.1,,
01/01/2010 02:00,,0,,,,,
01/01/2010 03:00,,0,,,,,
01/01/2010 04:00,2.33,6,3.89,30.9,1016.9,,
01/01/2010 05:00,2.72,14,4.67,30.4,1015.8,,
01/01/2010 06:00,2.14,1,3.89,30.2,1015.5,,
01/01/2010 07:00,3.11,19,4.08,30.0,1015.2,,
01/01/2010 08:00,2.14,13,3.30,30.2,1015.1,,
01/01/2010 09:00,2.33,8,3.30,30.2,1014.3,,
01/01/2010 10:00,2.14,9,3.11,30.2,1014.1,,
01/01/2010 11:00,2.72,331,3.11,30.6,1014.2,,
01/01/2010 12:00,0.97,28,1.36,30.7,1013.8,,
01/01/2010 13:00,1.36,61,2.14,31.1,1013.9,,
01/01/2010 14:00,2.14,60,2.33,31.5,1013.6,,
01/01/2010 15:00,3.11,347,4.67,32.5,1013.1,,
01/01/2010 16:00,1.75,22,2.72,32.9,1012.5,,
01/01/2010 17:00,0.97,157,1.36,33.8,1011.4,,
01/01/2010 18:00,0.97,273,3.89,35.4,1010.6,,
01/01/2010 19:00,0.97,290,3.50,36.7,1010.1,,
01/01/2010 20:00,2.92,224,5.05,36.7,1010.1,,
01/01/2010 21:00,3.11,240,4.28,36.0,1009.8,,
01/01/2010 22:00,3.30,238,4.08,35.8,1009.4,,
01/01/2010 23:00,1.36,302,3.89,36.1,1009.0,,
01/02/2010 00:00,2.14,344,2.92,36.1,1008.6,,
01/02/2010 01:00,3.89,298,5.83,36.7,1007.8,,
01/02/2010 02:00,2.53,300,7.00,36.1,1006.9,,
01/02/2010 03:00,2.92,287,5.83,36.1,1006.4,,
01/02/2010 04:00,2.72,345,4.67,36.0,1005.7,,
01/02/2010 05:00,5.05,333,10.11,35.8,1004.8,,
01/02/2010 06:00,5.64,323,8.75,35.2,1004.3,,
01/02/2010 07:00,,0,,,,,
01/02/2010 08:00,,0,,,,,
01/02/2010 09:00,,0,,,,,
01/02/2010 10:00,7.97,327,13.41,29.7,1003.7,,
01/02/2010 11:00,7.78,317,13.22,28.9,1003.5,,
01/02/2010 12:00,5.64,318,10.69,30.0,1003.0,,
01/02/2010 13:00,6.41,333,11.66,29.7,1002.8,,
01/02/2010 14:00,14.97,330,22.35,29.7,1002.6,,
01/02/2010 15:00,,0,,,,,
01/02/2010 16:00,8.94,337,15.75,30.2,1001.8,,
01/02/2010 17:00,6.22,307,15.75,30.2,1001.2,,
01/02/2010 18:00,8.16,319,14.19,29.1,1000.9,,
01/02/2010 19:00,15.36,331,21.38,28.9,1000.7,,
01/02/2010 20:00,9.72,319,17.30,28.8,1001.1,,
01/02/2010 21:00,11.66,314,18.27,27.7,1001.5,,
01/02/2010 22:00,,0,,,,,
01/02/2010 23:00,12.05,307,19.44,24.6,1002.1,,
01/03/2010 00:00,8.75,316,21.77,23.4,1002.5,,
01/03/2010 01:00,8.75,312,16.13,21.6,1002.3,,
01/03/2010 02:00,10.50,308,17.69,19.6,1002.2,,
01/03/2010 03:00,7.19,300,15.75,18.5,1001.7,,
01/03/2010 04:00,11.27,305,17.69,17.6,1000.7,,
01/03/2010 05:00,8.16,300,20.02,17.6,999.8,,
01/03/2010 06:00,7.97,306,14.77,17.8,998.5,,
01/03/2010 07:00,14.77,291,24.69,18.1,998.1,,
01/03/2010 08:00,,0,,,,,
01/03/2010 09:00,14.77,296,25.27,18.0,996.5,,
01/03/2010 10:00,12.44,301,19.44,18.0,995.6,,
01/03/2010 11:00,15.55,301,25.46,18.7,994.9,,
01/03/2010 12:00,,0,,,,,
01/03/2010 13:00,11.66,311,18.86,18.9,995.2,,
01/03/2010 14:00,13.41,321,22.74,19.2,995.4,,
01/03/2010 15:00,12.63,311,23.33,19.2,995.9,,
01/03/2010 16:00,,0,,,,,
01/03/2010 17:00,9.33,311,20.22,20.1,995.2,,
01/03/2010 18:00,,0,,,,,
